10	100.000	102739.000000	102420.000000	27.000000	85.000000	55.000000	149.000000	
10	100.000	99826.000000	99441.000000	47.000000	139.000000	52.000000	146.000000	
10	100.000	100325.000000	100004.000000	31.000000	90.000000	54.000000	145.000000	
10	100.000	103658.000000	103390.000000	24.000000	74.000000	48.000000	120.000000	
10	100.000	92576.000000	92293.000000	24.000000	77.000000	50.000000	130.000000	
10	100.000	90779.000000	90481.000000	24.000000	78.000000	63.000000	131.000000	
10	100.000	115567.000000	115299.000000	25.000000	72.000000	45.000000	124.000000	
10	100.000	118765.000000	118355.000000	35.000000	125.000000	69.000000	179.000000	
10	100.000	104174.000000	103808.000000	30.000000	86.000000	53.000000	196.000000	
10	100.000	108699.000000	108347.000000	32.000000	86.000000	46.000000	186.000000	
10	100.000	111091.000000	110734.000000	57.000000	94.000000	55.000000	149.000000	
10	100.000	534292.000000	533970.000000	28.000000	83.000000	48.000000	161.000000	
10	100.000	107044.000000	106756.000000	27.000000	82.000000	48.000000	128.000000	
10	100.000	111000.000000	110707.000000	25.000000	82.000000	52.000000	132.000000	
10	100.000	109593.000000	109299.000000	30.000000	83.000000	52.000000	127.000000	
10	100.000	108902.000000	108482.000000	31.000000	120.000000	86.000000	180.000000	
10	100.000	104282.000000	104008.000000	25.000000	76.000000	53.000000	118.000000	
10	100.000	90417.000000	90132.000000	26.000000	80.000000	52.000000	125.000000	
10	100.000	115825.000000	115547.000000	27.000000	78.000000	47.000000	124.000000	
10	100.000	95418.000000	95070.000000	28.000000	98.000000	69.000000	151.000000	
10	100.000	96124.000000	95780.000000	30.000000	92.000000	55.000000	165.000000	
10	100.000	92002.000000	91718.000000	25.000000	79.000000	52.000000	126.000000	
10	100.000	96498.000000	96195.000000	34.000000	87.000000	47.000000	133.000000	
10	100.000	118455.000000	118091.000000	32.000000	101.000000	79.000000	151.000000	
10	100.000	116614.000000	116326.000000	30.000000	83.000000	52.000000	122.000000	
10	100.000	95004.000000	94725.000000	26.000000	76.000000	51.000000	124.000000	
10	100.000	104153.000000	103881.000000	24.000000	79.000000	46.000000	122.000000	
10	100.000	169353.000000	169068.000000	24.000000	79.000000	51.000000	129.000000	
10	100.000	103252.000000	102950.000000	29.000000	76.000000	56.000000	139.000000	
10	100.000	124560.000000	124287.000000	25.000000	78.000000	47.000000	121.000000	
10	100.000	101623.000000	101284.000000	27.000000	81.000000	62.000000	167.000000	
10	100.000	99505.000000	99237.000000	23.000000	78.000000	50.000000	116.000000	
10	100.000	99513.000000	99219.000000	26.000000	80.000000	46.000000	141.000000	
10	100.000	93746.000000	93477.000000	27.000000	73.000000	45.000000	123.000000	
10	100.000	93624.000000	93338.000000	26.000000	79.000000	53.000000	126.000000	
10	100.000	95978.000000	95635.000000	29.000000	84.000000	52.000000	178.000000	
10	100.000	133505.000000	133137.000000	33.000000	99.000000	54.000000	180.000000	
10	100.000	117679.000000	117383.000000	27.000000	80.000000	46.000000	142.000000	
10	100.000	135453.000000	135036.000000	38.000000	108.000000	67.000000	202.000000	
10	100.000	108002.000000	107723.000000	25.000000	80.000000	46.000000	126.000000	
